Symbol,Name,Country,IPO Year,Volume,Sector,Industry
VLD,Velo3D Inc. Common Stock,,2021,768540,Capital Goods,Wholesale Distributors
VLN,Valens Semiconductor Ltd. Ordinary Shares,,,51270,,
VLO,Valero Energy Corporation Common Stock,United States,,3631542,Energy,Integrated oil Companies
VLRS,Controladora Vuela Compania de Aviacion S.A.B. de C.V. American Depositary Shares each representing ten (10) Ordinary Participation Certificates,,2013,962558,Transportation,Air Freight/Delivery Services
VLT,Invesco High Income Trust II,United States,1989,7920,Finance,Trusts Except Educational Religious and Charitable
VLTA,Volta Inc. Class A Common Stock,United States,2020,1295566,Consumer Services,Catalog/Specialty Distribution
VMC,Vulcan Materials Company (Holding Company) Common Stock,United States,,531183,,
VMI,Valmont Industries Inc. Common Stock,United States,,41854,Capital Goods,Construction/Ag Equipment/Trucks
VMO,Invesco Municipal Opportunity Trust Common Stock,United States,,59240,Finance,Trusts Except Educational Religious and Charitable
VMW,Vmware Inc. Common stock Class A,United States,2007,3951881,Technology,Computer Software: Prepackaged Software
VNCE,Vince Holding Corp. Common Stock,,2013,1228,,
VNE,Veoneer Inc. Common Stock ,,2018,1719620,,
VNO,Vornado Realty Trust Common Stock,United States,,936731,Consumer Services,Real Estate Investment Trusts
VNO^L,Vornado Realty Trust Pfd Ser L %,United States,,19964,,
VNO^M,Vornado Realty Trust 5.25% Series M Cumulative Redeemable Preferred Shares of Beneficial Interest liquidation preference $25.00 per share no par value per share,United States,,17252,,
VNO^N,Vornado Realty Trust 5.25% Series N Cumulative Redeemable Preferred Shares of Beneficial Interest liquidation preference $25.00 per share,United States,,20961,,
VNO^O,Vornado Realty Trust 4.45% Series O Cumulative Redeemable Preferred Shares Liquidation Preference $25.00 Per Share,United States,,51534,,
VNT,Vontier Corporation Common Stock ,,2020,774400,Capital Goods,Industrial Machinery/Components
VNTR,Venator Materials PLC Ordinary Shares,,2017,191267,Basic Industries,Major Chemicals
VOC,VOC Energy Trust Units of Beneficial Interest,United States,2011,33072,Energy,Oil & Gas Production
VOYA,Voya Financial Inc. Common Stock,United States,2013,2719600,Finance,Investment Managers
VOYA^B,Voya Financial Inc. Depositary Shares each representing a 1/40th interest in a share of 5.35% Fixed-Rate Reset Non-Cumulative Preferred Stock Series B,United States,,23985,,
VPCC,VPC Impact Acquisition Holdings III Inc. Class A Common Stock,,2021,1917,,
VPG,Vishay Precision Group Inc. Common Stock,United States,,18184,Capital Goods,Industrial Machinery/Components
VPV,Invesco Pennsylvania Value Municipal Income Trust Common Stock (DE),United States,,21338,Finance,Trusts Except Educational Religious and Charitable
VRS,Verso Corporation Common Stock,United States,2016,199435,Basic Industries,Paper
VRT,Vertiv Holdings LLC Class A Common Stock,United States,2018,1777616,Consumer Durables,Electrical Products
VRTV,Veritiv Corporation Common Stock,,2014,86570,,
VSCO,Victorias Secret & Co. Common Stock ,,2021,961670,,
VSH,Vishay Intertechnology Inc. Common Stock,United States,,853261,Capital Goods,Industrial Machinery/Components
VST,Vistra Corp. Common Stock,,,2546082,Public Utilities,Power Generation
VSTO,Vista Outdoor Inc. Common Stock,United States,2015,338628,Consumer Non-Durables,Recreational Products/Toys
VTEX,VTEX Class A Common Shares,,2021,267537,,
VTN,Invesco Trust for Investment Grade New York Municipals Common Stock,United States,,27251,Finance,Finance Companies
VTOL,Bristow Group Inc. Common Stock,United States,,44999,Energy,Metal Fabrications
VTR,Ventas Inc. Common Stock,United States,,1751908,Consumer Services,Real Estate Investment Trusts
VVI,Viad Corp Common Stock,United States,,57263,Miscellaneous,Business Services
VVNT,Vivint Smart Home Inc. ,,2017,397725,Miscellaneous,Diversified Manufacture
VVR,Invesco Senior Income Trust Common Stock (DE),United States,1998,384355,Finance,Trusts Except Educational Religious and Charitable
VVV,Valvoline Inc. Common Stock,United States,2016,600065,Basic Industries,Automotive Aftermarket
VYGG,Vy Global Growth Class A Ordinary Shares,Cayman Islands,2020,41025,Finance,Business Services
VZIO,VIZIO Holding Corp. Class A Common Stock,,2021,722995,Consumer Non-Durables,Consumer Electronics/Appliances
W,Wayfair Inc. Class A Common Stock,United States,2014,1896181,Consumer Services,Catalog/Specialty Distribution
WAB,Westinghouse Air Brake Technologies Corporation Common Stock,United States,,819543,Capital Goods,Railroads
WAL,Western Alliance Bancorporation Common Stock (DE),United States,2005,558743,Finance,Major Banks
WAL^A,Western Alliance Bancorporation Depositary Shares Each Representing a 1/400th Interest in a Share of 4.250% Fixed-Rate Non-Cumulative Perpetual Preferred Stock Series A,United States,,10985,,
WARR,Warrior Technologies Acquisition Company Class A Common Stock,,2021,2918,,
WAT,Waters Corporation Common Stock,United States,1995,344070,Health Care,Medical Specialities
WBK,Westpac Banking Corporation Common Stock,Australia,,89941,Finance,Commercial Banks
WBS,Webster Financial Corporation Common Stock,United States,,314780,Finance,Major Banks
WBS^F,Webster Financial Corporation Depositary Shares Each Representing 1/1000th Interest in a Share of 5.25% Series F Non-Cumulative Perpetual Preferred Stock,United States,,7034,,
WBT,Welbilt Inc. Common Stock,,2016,535806,Capital Goods,Diversified Manufacture
WBX,Wallbox N.V. Class A Ordinary Shares,,,802190,,
WCC,WESCO International Inc. Common Stock,United States,1999,298126,Consumer Non-Durables,Telecommunications Equipment
WCC^A,WESCO International Inc. Depositary Shares each representing 1/1000th interest in a share of Series A Fixed-Rate Reset Cumulative Perpetual Preferred Stock,United States,,11116,,
WCN,Waste Connections Inc. Common Shares,Canada,,357536,Public Utilities,Power Generation
WD,Walker & Dunlop Inc Common Stock,United States,2010,99500,Finance,Finance: Consumer Services
WDH,Waterdrop Inc. American Depositary Shares (each representing the right to receive 10 Class A Ordinary Shares),,2021,686708,,
WDI,Western Asset Diversified Income Fund Common Shares of Beneficial Interest,,2021,185389,,
WE,WeWork Inc. Class A Common Stock,,,2066279,Consumer Services,Real Estate
WEA,Western Asset Bond Fund Share of Beneficial Interest,United States,2002,14252,Finance,Trusts Except Educational Religious and Charitable
WEAV,Weave Communications Inc. Common Stock,,2021,207403,Technology,EDP Services
WEBR,Weber Inc. Class A Common Stock,,2021,264595,Consumer Durables,Building Products
WEC,WEC Energy Group Inc. Common Stock,United States,,791295,Public Utilities,Power Generation
WEI,Weidai Ltd. American depositary shares each  representing one (1) Class A ordinary share,Cayman Islands,2018,48987,Finance,Finance: Consumer Services
WELL,Welltower Inc. Common Stock,United States,,1512852,Consumer Services,Real Estate Investment Trusts
WES,Western Midstream Partners LP Common Units Representing Limited Partner Interests,United States,2012,736083,Energy,Oilfield Services/Equipment
WEX,WEX Inc. common stock,United States,,479531,Technology,EDP Services
WF,Woori Financial Group Inc. American Depositary Shares (each representing three (3) shares of Common Stock),South Korea,,4710,Finance,Commercial Banks
WFC,Wells Fargo & Company Common Stock,United States,,18895643,Finance,Major Banks
WFC^A,Wells Fargo & Company Depositary Shares each representing a 1/1000th interest in a share of Non-Cumulative Perpetual Class A Preferred Stock Series AA,United States,,62863,,
WFC^C,Wells Fargo & Company Depositary Shares each representing a 1/1000th interest in a share of Non-Cumulative Perpetual Class A Preferred Stock Series CC,United States,,89443,,
WFC^D,Wells Fargo & Company Depositary Shares each representing a 1/1000th interest in  a share of Non-Cumulative Perpetual Class A Preferred Stock Series DD,United States,,128955,,
WFC^L,Wells Fargo & Company Wells Fargo & Company 7.50% Non-Cumulative Perpetual Convertible Class A Preferred Stock Series L,United States,,1754,,
WFC^Q,Wells Fargo & Company Depositary Shares Representing 1/1000th Interest Perpetual Preferred Class A Series Q Fixed to Floating,United States,,62779,,
WFC^R,Wells Fargo & Company Dep Shs Repstg 1/1000th Int Perp Pfd Cl A (Ser R Fixed To Flltg),United States,,40968,,
WFC^Y,Wells Fargo & Company Depositary Shares each representing a 1/1000th interest in a share of Non-Cumulative Perpetual Class A Preferred Stock Series Y,United States,,58243,,
WFC^Z,Wells Fargo & Company Depositary Shares each representing a 1/1000th interest in a share of Non-Cumulative Perpetual Class A Preferred Stock Series Z,United States,,70851,,
WFG,West Fraser Timber Co. Ltd Common stock,,2021,111629,,
WGO,Winnebago Industries Inc. Common Stock,United States,,377969,Consumer Non-Durables,Homebuilding
WH,Wyndham Hotels & Resorts Inc. Common Stock ,,2018,325924,Consumer Services,Hotels/Resorts
WHD,Cactus Inc. Class A Common Stock,,2018,164790,Energy,Metal Fabrications
WHG,Westwood Holdings Group Inc Common Stock,United States,,3746,,
WHR,Whirlpool Corporation Common Stock,United States,,318218,Consumer Durables,Consumer Electronics/Appliances
WIA,Western Asset Inflation-Linked Income Fund,United States,2003,76606,Finance,Trusts Except Educational Religious and Charitable
WIT,Wipro Limited Common Stock,India,,1171429,Technology,EDP Services
WIW,Western Asset Inflation-Linked Opportunities & Income Fund,United States,2004,176116,Finance,Finance Companies
WK,Workiva Inc. Class A Common Stock,United States,2014,264550,Technology,Computer Software: Prepackaged Software
WLK,Westlake Chemical Corporation Common Stock,United States,2004,626150,Basic Industries,Major Chemicals
WLKP,Westlake Chemical Partners LP Common Units representing limited partner interests,United States,2014,39110,Basic Industries,Major Chemicals
WLL,Whiting Petroleum Corporation Common Stock (New),United States,2020,507911,Energy,Oil & Gas Production
WM,Waste Management Inc. Common Stock,United States,,1194213,Public Utilities,Environmental Services
WMB,Williams Companies Inc. (The) Common Stock,United States,,5738283,Public Utilities,Natural Gas Distribution
WMC,Western Asset Mortgage Capital Corporation Common Stock,United States,2012,275441,Consumer Services,Real Estate Investment Trusts
WMK,Weis Markets Inc. Common Stock,United States,,39453,Consumer Services,Food Chains
WMS,Advanced Drainage Systems Inc. Common Stock,United States,2014,294828,Capital Goods,Building Products
WMT,Walmart Inc. Common Stock,United States,,6025361,Consumer Services,Department/Specialty Retail Stores
WNC,Wabash National Corporation Common Stock,United States,1991,277765,Capital Goods,Construction/Ag Equipment/Trucks
WNS,WNS (Holdings) Limited Sponsored ADR (Jersey),India,2006,85837,Miscellaneous,Business Services
WOLF,Wolfspeed Inc. Common Stock,United States,,891666,Technology,Semiconductors
WOR,Worthington Industries Inc. Common Stock,United States,,134973,Consumer Durables,Aerospace
WOW,WideOpenWest Inc. Common Stock,United States,2017,595289,Consumer Services,Television Services
WPC,W. P. Carey Inc. REIT,United States,,562792,Consumer Services,Real Estate Investment Trusts
WPCA,Warburg Pincus Capital Corporation IA Class A Ordinary Shares,,2021,130,,
WPCB,Warburg Pincus Capital Corporation IB Class A Ordinary Shares,,2021,3,,
WPM,Wheaton Precious Metals Corp Common Shares (Canada),Canada,,1444568,,
WPP,WPP plc American Depositary Shares,Ireland,,91933,Technology,Advertising
WQGA,World Quantum Growth Acquisition Corp. Class A Ordinary Shares,,2021,5203,,
WRAC,Williams Rowland Acquisition Corp. Common Stock,,2021,6,,
WRB,W.R. Berkley Corporation Common Stock,United States,,710842,Finance,Property-Casualty Insurers
WRB^E,W.R. Berkley Corporation 5.70% Subordinated Debentures due 2058,United States,,9166,,
WRB^F,W.R. Berkley Corporation 5.10% Subordinated Debentures due 2059,United States,,16411,,
WRB^G,W.R. Berkley Corporation 4.25% Subordinated Debentures due 2060,United States,,5432,,
WRB^H,W.R. Berkley Corporation 4.125% Subordinated Debentures due 2061,United States,,1340,,
WRBY,Warby Parker Inc. Class A Common Stock,,2021,1167554,Health Care,Ophthalmic Goods
WRE,Washington Real Estate Investment Trust Common Stock,United States,,231600,Consumer Services,Real Estate Investment Trusts
WRK,Westrock Company Common Stock,,2015,1239355,,
WSM,Williams-Sonoma Inc. Common Stock (DE),United States,,668195,Consumer Services,Other Specialty Stores
WSO,Watsco Inc. Common Stock,United States,,107704,Capital Goods,Wholesale Distributors
WSO/B,Watsco Inc.,United States,,40,,
WSR,Whitestone REIT Common Shares,United States,2010,190849,Consumer Services,Real Estate Investment Trusts
WST,West Pharmaceutical Services Inc. Common Stock,United States,,280588,Health Care,Medical/Dental Instruments
WTI,W&T Offshore Inc. Common Stock,United States,2005,1778054,Energy,Oil & Gas Production
WTM,White Mountains Insurance Group Ltd. Common Stock,United States,,7766,Finance,Property-Casualty Insurers
WTRG,Essential Utilities Inc. Common Stock,United States,,456937,Public Utilities,Water Supply
WTRU,Essential Utilities Inc. 6.00% TEU,United States,2019,2661,Public Utilities,Water Supply
WTS,Watts Water Technologies Inc. Class A Common Stock,United States,1986,126472,Capital Goods,Office Equipment/Supplies/Services
WTTR,Select Energy Services Inc. Class A Common Stock,United States,2017,342482,Energy,Oil & Gas Production
WU,Western Union Company (The) Common Stock,United States,,5593157,Miscellaneous,Business Services
WWE,World Wrestling Entertainment Inc. Class A Common Stock,United States,,472023,Consumer Services,Movies/Entertainment
WWW,Wolverine World Wide Inc. Common Stock,United States,,426352,Consumer Non-Durables,Shoe Manufacturing
WY,Weyerhaeuser Company Common Stock,United States,,2177189,Consumer Services,Real Estate Investment Trusts
X,United States Steel Corporation Common Stock,United States,,9620543,Basic Industries,Steel/Iron Ore
XFLT,XAI Octagon Floating Rate & Alternative Income Term Trust Common Shares of Beneficial Interest,United States,2017,245731,Finance,Investment Managers
