Symbol,Name,Country,IPO Year,Volume,Sector,Industry
MFL,Blackrock MuniHoldings Investment Quality Fund Common Shares of Beneficial Interest,United States,1997,36318,Finance,Finance Companies
MFM,MFS Municipal Income Trust Common Stock,United States,1986,26333,Finance,Finance Companies
MFV,MFS Special Value Trust Common Stock,United States,,4345,Finance,Trusts Except Educational Religious and Charitable
MG,Mistras Group Inc Common Stock,United States,2009,61177,Miscellaneous,Diversified Manufacture
MGA,Magna International Inc. Common Stock,Canada,,1211913,Capital Goods,Auto Parts:O.E.M.
MGF,MFS Government Markets Income Trust Common Stock,United States,1987,52126,Finance,Trusts Except Educational Religious and Charitable
MGM,MGM Resorts International Common Stock,United States,,5424061,Consumer Services,Hotels/Resorts
MGP,MGM Growth Properties LLC Class A common shares representing limited liability company interests,United States,2016,585375,Consumer Services,Real Estate Investment Trusts
MGR,Affiliated Managers Group Inc. 5.875% Junior Subordinated Notes due 2059,United States,2019,36990,Finance,Investment Managers
MGRB,Affiliated Managers Group Inc. 4.750% Junior Subordinated Notes due 2060,United States,2020,8068,Finance,Investment Managers
MGRD,Affiliated Managers Group Inc. 4.200% Junior Subordinated Notes due 2061,United States,2021,15758,Finance,Investment Managers
MGU,Macquarie Global Infrastructure Total Return Fund Inc. Common Stock,United States,2005,11847,Finance,Trusts Except Educational Religious and Charitable
MGY,Magnolia Oil & Gas Corporation Class A Common Stock,United States,2017,880274,Energy,Oil & Gas Production
MH^A,Maiden Holdings Ltd. Pref Shs Ser A (Bermuda),Bermuda,,783,,
MH^C,Maiden Holdings North America Ltd. 7.125% Non-Cumulative Preference Shares Series C,Bermuda,,2550,,
MH^D,Maiden Holdings Ltd. 6.700% Non-Cumulative Preference Shares Series D,Bermuda,,1855,,
MHD,Blackrock MuniHoldings Fund Inc. Common Stock,United States,1997,60555,Finance,Trusts Except Educational Religious and Charitable
MHF,Western Asset Municipal High Income Fund Inc. Common Stock,United States,1988,16777,Finance,Finance/Investors Services
MHI,Pioneer Municipal High Income Fund Inc.,United States,2003,13810,Finance,Investment Managers
MHK,Mohawk Industries Inc. Common Stock,United States,,409169,Consumer Durables,Home Furnishings
MHLA,Maiden Holdings Ltd. 6.625% Notes due 2046,Bermuda,2016,1933,Finance,Property-Casualty Insurers
MHN,Blackrock MuniHoldings New York Quality Fund Inc. Common Stock,United States,1997,29092,Finance,Finance Companies
MHNC,Maiden Holdings North America Ltd. 7.75% Notes due 2043,Bermuda,2013,8489,Finance,Property-Casualty Insurers
MHO,M/I Homes Inc. Common Stock,United States,1993,223688,Capital Goods,Homebuilding
MIC,Macquarie Infrastructure Holdings LLC Common Unit,United States,2004,1347910,Transportation,Aerospace
MIN,MFS Intermediate Income Trust Common Stock,United States,1988,266252,Finance,Trusts Except Educational Religious and Charitable
MIO,Pioneer Municipal High Income Opportunities Fund Inc. Common Stock,,2021,69881,,
MIR,Mirion Technologies Inc. Class A Common Stock,United States,2020,822517,Technology,Industrial Machinery/Components
MIT,Mason Industrial Technology Inc. Class A Common Stock,,2021,55014,,
MITT,AG Mortgage Investment Trust Inc. Common Stock,United States,2011,338400,Consumer Services,Real Estate Investment Trusts
MITT^A,AG Mortgage Investment Trust Inc. 8.25% Preferred Series A,United States,,10273,,
MITT^B,AG Mortgage Investment Trust Inc. Preferred Series B,United States,,42691,,
MITT^C,AG Mortgage Investment Trust Inc. 8.00% Series C Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock $0.01 par value per share,United States,,8412,,
MIXT,MiX Telematics Limited American Depositary Shares each representing 25 Ordinary Shares,South Africa,2013,66146,Technology,Computer Software: Prepackaged Software
MIY,Blackrock MuniYield Michigan Quality Fund Inc. Common Stock,United States,1992,24772,Finance,Finance Companies
MKC,McCormick & Company Incorporated Common Stock,United States,,948277,Consumer Non-Durables,Farming/Seeds/Milling
MKFG,Markforged Holding Corporation Common Stock,United States,2020,395875,Technology,Retail: Computer Software & Peripheral Equipment
MKL,Markel Corporation Common Stock,United States,1986,29290,Finance,Property-Casualty Insurers
ML,MoneyLion Inc. Class A Common Stock,United States,2020,1430791,Technology,Retail: Computer Software & Peripheral Equipment
MLI,Mueller Industries Inc. Common Stock,United States,,123765,Basic Industries,Metal Fabrications
MLM,Martin Marietta Materials Inc. Common Stock,United States,1994,149385,Capital Goods,Building Materials
MLNK,MeridianLink Inc. Common Stock,,2021,50858,,
MLP,Maui Land & Pineapple Company Inc. Common Stock,United States,,5843,Finance,Real Estate
MLR,Miller Industries Inc. Common Stock,United States,,18248,Capital Goods,Construction/Ag Equipment/Trucks
MMC,Marsh & McLennan Companies Inc. Common Stock,United States,,1568568,Finance,Specialty Insurers
MMD,MainStay MacKay DefinedTerm Municipal Opportunities Fund,United States,2012,46007,Finance,Investment Managers
MMI,Marcus & Millichap Inc. Common Stock,,2013,26787,Finance,Real Estate
MMM,3M Company Common Stock,United States,,1487895,,
MMP,Magellan Midstream Partners L.P. Limited Partnership,United States,,646345,Energy,Oil & Gas Production
MMS,Maximus Inc. Common Stock,United States,1997,252763,Miscellaneous,Business Services
MMT,MFS Multimarket Income Trust Common Stock,United States,1987,77063,Finance,Trusts Except Educational Religious and Charitable
MMU,Western Asset Managed Municipals Fund Inc. Common Stock,United States,1992,42772,Finance,Investment Managers
MN,Manning & Napier Inc. Class A Common Stock,United States,2011,16987,Finance,Investment Managers
MNP,Western Asset Municipal Partners Fund Inc. Common Stock,United States,1993,3630,Finance,Trusts Except Educational Religious and Charitable
MNR,Monmouth Real Estate Investment Corporation Class A Common Stock,United States,,1437606,Consumer Services,Real Estate Investment Trusts
MNR^C,Monmouth Real Estate Investment Corporation 6.125% Series C Cumulative Redeemable Preferred Stock,United States,,16517,,
MNRL,Brigham Minerals Inc. Class A Common Stock,,2019,166613,Energy,Oil & Gas Production
MNSO,MINISO Group Holding Limited American Depositary Shares each representing four Class A Ordinary Shares,China,2020,464092,Consumer Services,Department/Specialty Retail Stores
MO,Altria Group Inc.,United States,,5273592,Consumer Non-Durables,Farming/Seeds/Milling
MOD,Modine Manufacturing Company Common Stock,United States,,354423,Capital Goods,Auto Parts:O.E.M.
MODN,Model N Inc. Common Stock,United States,2013,226808,Technology,EDP Services
MOGU,MOGU Inc. American Depositary Shares (each  representing 25 Class A Ordinary Shares),,2018,30832,Miscellaneous,Business Services
MOH,Molina Healthcare Inc Common Stock,United States,2003,135666,Health Care,Medical Specialities
MOS,Mosaic Company (The) Common Stock,United States,,3143391,Basic Industries,Agricultural Chemicals
MOTV,Motive Capital Corp Class A Ordinary Shares,,2021,2372,Finance,Business Services
MOV,Movado Group Inc. Common Stock,United States,,680003,Consumer Non-Durables,Consumer Specialties
MP,MP Materials Corp. Common Stock,,2020,2283418,Basic Industries,Metal Mining
MPA,Blackrock MuniYield Pennsylvania Quality Fund Common Stock,United States,1992,6409,Finance,Finance Companies
MPC,Marathon Petroleum Corporation Common Stock,United States,,5191740,Energy,Integrated oil Companies
MPLN,MultiPlan Corporation Class A Common Stock,,2020,3275727,Health Care,Medical Specialities
MPLX,MPLX LP Common Units Representing Limited Partner Interests,United States,2012,1244485,Energy,Oil & Gas Production
MPV,Barings Participation Investors Common Stock,United States,1988,9542,Finance,Finance Companies
MPW,Medical Properties Trust Inc. common stock,United States,2005,3223896,Consumer Services,Real Estate Investment Trusts
MPX,Marine Products Corporation Common Stock,United States,,20066,Consumer Non-Durables,Recreational Products/Toys
MQT,Blackrock MuniYield Quality Fund II Inc. Common Stock,United States,1992,24087,Finance,Investment Managers
MQY,Blackrock MuniYield Quality Fund Inc. Common Stock,United States,1992,55699,Finance,Investment Managers
MRC,MRC Global Inc. Common Stock,United States,2012,831969,Capital Goods,Fluid Controls
MRK,Merck & Company Inc. Common Stock (new),United States,,8534865,Health Care,Biotechnology: Pharmaceutical Preparations
MRO,Marathon Oil Corporation Common Stock,United States,,12757287,Energy,Oil & Gas Production
MS,Morgan Stanley Common Stock,United States,,7144607,Finance,Investment Bankers/Brokers/Service
MS^A,Morgan Stanley Dep Shs repstg 1/1000 Pfd Ser A,United States,,44759,,
MS^E,Morgan Stanley DEPOSITARY SHARES REP 1/1000TH SHARES FIXED/FLTG PREFERRED STOCK SERIES E,United States,,84690,,
MS^F,Morgan Stanley Dep Shs Rpstg 1/1000th Int Prd Ser F Fxd to Flag,United States,,84982,,
MS^I,Morgan Stanley Depository Shares Representing 1/1000th Preferred Series 1 Fixed to Floating Non (Cum),United States,,21903,,
MS^K,Morgan Stanley Depositary Shares each representing 1/1000th of a share of Fixed-to-Floating Rate Non-Cumulative Preferred Stock  Series K,United States,,26602,,
MS^L,Morgan Stanley Depositary Shares each representing 1/1000th of a share of 4.875% Non-Cumulative Preferred Stock Series L,United States,,17744,,
MS^O,Morgan Stanley Depositary Shares each representing 1/1000th of a share of 4.250% Non-Cumulative Preferred Stock Series O,United States,,805141,,
MSA,MSA Safety Incorporated Common Stock,United States,,43059,Miscellaneous,Diversified Manufacture
MSB,Mesabi Trust Common Stock,United States,,40734,Basic Industries,Steel/Iron Ore
MSC,Studio City International Holdings Limited American depositary shares each representing four  Class A ordinary shares,,2018,1186,Consumer Services,Hotels/Resorts
MSCI,MSCI Inc Common Stock,United States,,412604,Technology,Advertising
MSD,Morgan Stanley Emerging Markets Debt Fund Inc. Common Stock,United States,1993,65480,Finance,Trusts Except Educational Religious and Charitable
MSGE,Madison Square Garden Entertainment Corp. Class A Common Stock ,,2020,361334,Consumer Services,Movies/Entertainment
MSGS,Madison Square Garden Sports Corp. Class A Common Stock (New),United States,2015,93214,Consumer Services,Hotels/Resorts
MSI,Motorola Solutions Inc. Common Stock,United States,,996807,Technology,Radio And Television Broadcasting And Communications Equipment
MSM,MSC Industrial Direct Company Inc. Common Stock,United States,1995,248179,Capital Goods,Industrial Machinery/Components
MSP,Datto Holding Corp. Common Stock,United States,2020,360947,Technology,Computer Software: Prepackaged Software
MT,Arcelor Mittal NY Registry Shares NEW,Luxembourg,,4776683,Basic Industries,Steel/Iron Ore
MTAL,Metals Acquisition Corp Class A Ordinary Shares,,2021,101,,
MTB,M&T Bank Corporation Common Stock,United States,,576940,Finance,Major Banks
MTCN,ArcelorMittal 5.50% Mandatorily Convertible Subordinated Notes due 2023,Luxembourg,2020,4881,Basic Industries,Steel/Iron Ore
MTD,Mettler-Toledo International Inc. Common Stock,Switzerland,1997,91360,Health Care,Medical Specialities
MTDR,Matador Resources Company Common Stock,United States,2012,782109,Energy,Oil & Gas Production
MTG,MGIC Investment Corporation Common Stock,United States,1991,2251522,Finance,Property-Casualty Insurers
MTH,Meritage Homes Corporation Common Stock,United States,,147872,Capital Goods,Homebuilding
MTL,Mechel PAO American Depositary Shares (Each rep. 1 common shares),Russia,2004,131467,Basic Industries,Steel/Iron Ore
MTL^,Mechel PAO American Depositary Shares (each representing one-half of a Preferred Share),Russia,,61328,,
MTN,Vail Resorts Inc. Common Stock,United States,1997,198167,Consumer Services,Movies/Entertainment
MTOR,Meritor Inc. Common Stock,United States,,239643,Capital Goods,Auto Parts:O.E.M.
MTR,Mesa Royalty Trust Common Stock,United States,,2774,Energy,Oil & Gas Production
MTRN,Materion Corporation,United States,,101107,,
MTW,Manitowoc Company Inc. (The) Common Stock,United States,,137607,Capital Goods,Construction/Ag Equipment/Trucks
MTX,Minerals Technologies Inc. Common Stock,United States,1992,121648,Basic Industries,Major Chemicals
MTZ,MasTec Inc. Common Stock,United States,,527288,Basic Industries,Water Supply
MUA,Blackrock MuniAssets Fund Inc Common Stock,United States,1993,19024,Finance,Trusts Except Educational Religious and Charitable
MUC,Blackrock MuniHoldings California Quality Fund Inc.  Common Stock,United States,1998,39865,Finance,Finance Companies
MUE,Blackrock MuniHoldings Quality Fund II Inc. Common Stock,United States,,28225,Finance,Trusts Except Educational Religious and Charitable
MUFG,Mitsubishi UFJ Financial Group Inc. Common Stock,Japan,,1064082,Finance,Commercial Banks
MUI,BlackRock Municipal Income Fund Inc. Common Stock,United States,2003,52763,Finance,Trusts Except Educational Religious and Charitable
MUJ,Blackrock MuniHoldings New Jersey Quality Fund Inc. Common Stock,United States,1998,14275,Finance,Trusts Except Educational Religious and Charitable
MUR,Murphy Oil Corporation Common Stock,United States,,1736414,Energy,Oil & Gas Production
MUSA,Murphy USA Inc. Common Stock,United States,2013,167127,Public Utilities,Natural Gas Distribution
MUX,McEwen Mining Inc. Common Stock,Canada,,2202986,Basic Industries,Precious Metals
MVF,Blackrock MuniVest Fund Inc. Common Stock,United States,,68194,Finance,Finance/Investors Services
MVO,MV Oil Trust Units of Beneficial Interests,United States,2007,17571,Energy,Oil & Gas Production
MVT,Blackrock MuniVest Fund II Inc.  Common Stock,United States,1993,49824,Finance,Trusts Except Educational Religious and Charitable
MWA,MUELLER WATER PRODUCTS Common Stock,United States,2006,815815,Capital Goods,Office Equipment/Supplies/Services
MX,Magnachip Semiconductor Corporation Common Stock,Luxembourg,2011,123434,Technology,Semiconductors
MXE,Mexico Equity and Income Fund Inc. (The) Common Stock,United States,,63448,Finance,Finance Companies
MXF,Mexico Fund Inc. (The) Common Stock,United States,,8888,Finance,Trusts Except Educational Religious and Charitable
MXL,MaxLinear Inc. Common Stock,United States,2010,341111,Technology,Semiconductors
MYC,Blackrock MuniYield California Fund Inc. Common Stock,United States,1992,38766,Finance,Trusts Except Educational Religious and Charitable
MYD,Blackrock MuniYield Fund Inc.  Common Stock,United States,1991,36844,Finance,Trusts Except Educational Religious and Charitable
MYE,Myers Industries Inc. Common Stock,United States,,52081,Capital Goods,Auto Parts:O.E.M.
MYI,Blackrock MuniYield Quality Fund III Inc Common Stock,United States,,91698,Finance,Finance Companies
MYJ,Blackrock MuniYield New Jersey Fund Inc Common Stock,United States,1992,30898,Finance,Finance Companies
MYN,Blackrock MuniYield New York Quality Fund Inc.Common Stock,United States,1992,39053,Finance,Finance Companies
MYOV,Myovant Sciences Ltd. Common Shares,United States,2016,686754,Health Care,Biotechnology: Pharmaceutical Preparations
MYTE,MYT Netherlands Parent B.V. American Depositary Shares each representing one Ordinary Share,,2021,91172,Consumer Services,Catalog/Specialty Distribution
NABL,N-able Inc. Common Stock,,2021,380716,Technology,EDP Services
NAC,Nuveen California Quality Municipal Income Fund,United States,1999,65267,Finance,Investment Managers
NAD,Nuveen Quality Municipal Income Fund Common Stock,United States,1999,196930,Finance,Investment Managers
NAN,Nuveen New York Quality Municipal Income Fund Common Stock,United States,1999,13865,Finance,Investment Managers
NAPA,The Duckhorn Portfolio Inc. Common Stock,,2021,298294,Consumer Non-Durables,Beverages (Production/Distribution)
NAT,Nordic American Tankers Limited Common Stock,Bermuda,,2213041,Transportation,Marine Transportation
NAZ,Nuveen Arizona Quality Municipal Income Fund Common Stock,United States,1992,5112,Finance,Finance/Investors Services
NBB,Nuveen Taxable Municipal Income Fund Common Shares of Beneficial Interest,United States,2010,37154,Finance,Finance Companies
NBHC,National Bank Holdings Corporation Common Stock,United States,2012,141310,Finance,Major Banks
NBR,Nabors Industries Ltd.,Bermuda,,86650,Energy,Oil & Gas Production
NBXG,Neuberger Berman Next Generation Connectivity Fund Inc. Common Stock,,2021,261796,,
NC,NACCO Industries Inc. Common Stock,United States,,6957,,
NCA,Nuveen California Municipal Value Fund,United States,,164313,Finance,Investment Managers
NCLH,Norwegian Cruise Line Holdings Ltd. Ordinary Shares,United States,,16652551,Transportation,Hotels/Resorts
NCR,NCR Corporation Common Stock,United States,,691817,Miscellaneous,Office Equipment/Supplies/Services
NCV,Virtus AllianzGI Convertible & Income Fund Common Shares of Beneficial Interest,United States,2003,620223,Finance,Finance Companies
NCV^A,Virtus AllianzGI Convertible & Income Fund 5.625% Series A Cumulative Preferred Shares,United States,,1624,,
NCZ,Virtus AllianzGI Convertible & Income Fund II Common Shares of Beneficial Interest,United States,2003,261742,Finance,Finance Companies
NCZ^A,Virtus AllianzGI Convertible & Income Fund II 5.50% Series A Cumulative Preferred Shares,United States,,15050,,
NDMO,Nuveen Dynamic Municipal Opportunities Fund Common Shares of Beneficial Interest,,2020,72555,Finance,Trusts Except Educational Religious and Charitable
NDP,Tortoise Energy Independence Fund Inc. Common Stock,United States,2012,6616,Finance,Finance/Investors Services
NE,Noble Corporation plc Ordinary Shares,,2021,293483,Energy,Oil & Gas Production
NEA,Nuveen AMT-Free Quality Municipal Income Fund Common Shares of Beneficial Interest Par Value $.01,United States,2002,194658,Finance,Finance/Investors Services
NEE,NextEra Energy Inc. Common Stock,United States,,4553850,Public Utilities,Electric Utilities: Central
NEE^K,NextEra Energy Inc. Series K Junior Subordinated Debentures due June 1 2076,United States,,35016,,
NEE^N,NextEra Energy Inc. Series N Junior Subordinated Debentures due March 1 2079,United States,,45102,,
NEE^O,NextEra Energy Inc. 4.872% Corporate Units,United States,,76472,,
NEE^P,NextEra Energy Inc. 5.279% Corporate Units,United States,,127870,,
NEE^Q,NextEra Energy Inc. 6.219% Corporate Units,United States,,61872,,
NEM,Newmont Corporation,United States,,3601194,Basic Industries,Precious Metals
NEP,NextEra Energy Partners LP Common Units representing limited partner interests,United States,2014,409023,Public Utilities,Electric Utilities: Central
NET,Cloudflare Inc. Class A Common Stock,United States,2019,3942233,Technology,EDP Services
NETI,Eneti Inc. Common Stock,Monaco,2013,253789,Transportation,Marine Transportation
NEU,NewMarket Corp Common Stock,United States,,49880,Basic Industries,Major Chemicals
NEV,Nuveen Enhanced Municipal Value Fund Common Shares of Beneficial Interest,United States,2009,31750,Finance,Trusts Except Educational Religious and Charitable
NEW,Puxin Limited American Depositary Shares each representing two Ordinary Shares,,2018,1284906,Miscellaneous,Service to the Health Industry
NEWR,New Relic Inc. Common Stock,United States,2014,492060,Technology,Computer Software: Prepackaged Software
NEX,NexTier Oilfield Solutions Inc. Common Stock,United States,2017,1882641,Energy,Oilfield Services/Equipment
NEXA,Nexa Resources S.A. Common Shares,,2017,124103,Basic Industries,Precious Metals
NFG,National Fuel Gas Company Common Stock,United States,,253326,Energy,Oil & Gas Production
NFH,New Frontier Health Corporation Ordinary Shares,,2018,837647,Health Care,Hospital/Nursing Management
NFJ,Virtus Dividend Interest & Premium Strategy Fund Common Shares of Beneficial Interest,United States,2005,303570,Finance,Trusts Except Educational Religious and Charitable
NGC,Northern Genesis Acquisition Corp. III Common Stock,,2021,117,,
NGG,National Grid Transco PLC National Grid PLC (NEW) American Depositary Shares,United Kingdom,,187257,Public Utilities,Natural Gas Distribution
NGL,NGL ENERGY PARTNERS LP Common Units representing Limited Partner Interests,United States,2011,587349,,
NGL^B,NGL ENERGY PARTNERS LP 9.00% Class B Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Units representing limited partnership interests,United States,,3893,,
NGL^C,NGL ENERGY PARTNERS LP 9.625% Class C Fixed-to-Floating Rate Cumulative  Redeemable Perpetual Preferred Units representing  limited partner interests,United States,,900,,
NGS,Natural Gas Services Group Inc. Common Stock,United States,2002,15385,Energy,Metal Fabrications
NGVC,Natural Grocers by Vitamin Cottage Inc. Common Stock,United States,2012,52738,Consumer Services,Food Chains
NGVT,Ingevity Corporation Common Stock ,,2016,74745,Basic Industries,Industrial Specialties
NHI,National Health Investors Inc. Common Stock,United States,,116942,Consumer Services,Real Estate Investment Trusts
NI,NiSource Inc Common Stock,United States,,2289114,Public Utilities,Power Generation
NI^B,NiSource Inc Depositary Shares representing 1/1000th ownership interest in a share of 6.50% Series B Preferred Stock and 1/1000th ownership interest in a share of Series B-1 Preferred Stock,United States,,54077,,
NID,Nuveen Intermediate Duration Municipal Term Fund Common Shares of Beneficial Interest,United States,2012,23768,Finance,Finance Companies
NIE,Virtus AllianzGI Equity & Convertible Income Fund Common Shares of Beneficial Interest,United States,2007,46185,Finance,Investment Managers
NIM,Nuveen Select Maturities Municipal Fund Common Stock,United States,1992,8306,Finance,Trusts Except Educational Religious and Charitable
NIMC,NiSource Inc Series A Corporate Units,United States,2021,18493,Public Utilities,Power Generation
NINE,Nine Energy Service Inc. Common Stock,United States,2018,81298,Energy,Oilfield Services/Equipment
NIO,NIO Inc. American depositary shares each  representing one Class A ordinary share,,2018,33405956,Finance,Finance Companies
NIQ,Nuveenn Intermediate Duration Quality Municipal Term Fund Common Shares of Beneficial Interest,,2013,11695,Finance,Finance/Investors Services
NJR,NewJersey Resources Corporation Common Stock,United States,,353883,Public Utilities,Oil/Gas Transmission
NKE,Nike Inc. Common Stock,United States,,4637563,Consumer Non-Durables,Shoe Manufacturing
NKG,Nuveen Georgia Quality Municipal Income Fund ,United States,2002,90,Finance,Finance/Investors Services
NKX,Nuveen California AMT-Free Quality Municipal Income Fund,United States,2002,39432,Finance,Finance/Investors Services
NL,NL Industries Inc. Common Stock,United States,,16044,Consumer Services,Diversified Commercial Services
NLS,Nautilus Inc. Common Stock,United States,,498628,Consumer Non-Durables,Recreational Products/Toys
NLSN,Nielsen N.V. Ordinary Shares,Netherlands,2011,3781856,Miscellaneous,Business Services
NLY,Annaly Capital Management Inc Common Stock,United States,,17335218,Consumer Services,Real Estate Investment Trusts
NLY^F,Annaly Capital Management Inc 6.95% Series F,United States,,24062,,
NLY^G,Annaly Capital Management Inc 6.50% Series G Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,United States,,19017,,
NLY^I,Annaly Capital Management Inc 6.750% Series I Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,United States,,11110,,
NM,Navios Maritime Holdings Inc. Common Stock,Monaco,,99251,Transportation,Marine Transportation
NM^G,Navios Maritime Holdings Inc. Sponsored ADR Representing 1/100th Perpetual Preferred Series G (Marshall Islands),Monaco,,48,,
NM^H,Navios Maritime Holdings Inc. Sponsored ADR Representing 1/100th Perp. Preferred Series H%,Monaco,,879,,
NMAI,Nuveen Multi-Asset Income Fund Common Shares of Beneficial Interest,,2021,193557,,
NMCO,Nuveen Municipal Credit Opportunities Fund Common Shares,,2019,45686,Finance,Finance/Investors Services
NMG,Nouveau Monde Graphite Inc. Common Shares,,,133312,,
NMI,Nuveen Municipal Income Fund Inc. Common Stock,United States,1988,5796,Finance,Trusts Except Educational Religious and Charitable
NMK^B,Niagara Mohawk Holdings Inc. Preferred Stock,United States,,28,,
NMK^C,Niagara Mohawk Holdings Inc. Preferred Stock,United States,,695,,
NMM,Navios Maritime Partners LP Common Units Representing Limited Partner Interests,Greece,2007,424626,Transportation,Marine Transportation
NMR,Nomura Holdings Inc ADR American Depositary Shares,Japan,,1199099,Finance,Investment Bankers/Brokers/Service
NMS,Nuveen Minnesota Quality Municipal Income Fund ,United States,2014,5960,Finance,Finance Companies
NMT,Nuveen Massachusetts Quality Municipal Income Fund Common Stock,United States,,28499,Finance,Finance/Investors Services
NMZ,Nuveen Municipal High Income Opportunity Fund Common Stock $0.01 par value per share,United States,2003,171240,Finance,Finance/Investors Services
NNI,Nelnet Inc. Common Stock,United States,2003,85902,Finance,Finance: Consumer Services
NNN,National Retail Properties Common Stock,United States,,714369,Consumer Services,Real Estate Investment Trusts
NNY,Nuveen New York Municipal Value Fund Common Stock,United States,1988,10270,Finance,Investment Managers
NOA,North American Construction Group Ltd. Common Shares (no par),Canada,2006,37295,,Farming/Seeds/Milling
NOAH,Noah Holdings Limited,China,2010,434579,Finance,Investment Managers
NOC,Northrop Grumman Corporation Common Stock,United States,,606958,Miscellaneous,Diversified Manufacture
NOK,Nokia Corporation Sponsored American Depositary Shares,Finland,1994,13139332,Technology,Radio And Television Broadcasting And Communications Equipment
NOM,Nuveen Missouri Quality Municipal Income Fund ,United States,1993,4103,Finance,Investment Managers
NOMD,Nomad Foods Limited Ordinary Shares,,2016,815971,Consumer Non-Durables,Specialty Foods
NOV,NOV Inc. Common Stock,United States,,3386086,Energy,Metal Fabrications
NOVA,Sunnova Energy International Inc. Common Stock,United States,2019,1209485,Public Utilities,Electric Utilities: Central
NOW,ServiceNow Inc. Common Stock,United States,2012,837029,Technology,Computer Software: Prepackaged Software
NP,Neenah Inc. Common Stock,United States,,47626,Basic Industries,Paper
NPCT,Nuveen Core Plus Impact Fund Common Shares of Beneficial Interest,,2021,90959,,
NPK,National Presto Industries Inc. Common Stock,United States,,16424,Consumer Non-Durables,Military/Government/Technical
NPO,EnPro Industries Inc,United States,,98652,,
NPTN,NeoPhotonics Corporation Common Stock,United States,2011,482724,Technology,Semiconductors
NPV,Nuveen Virginia Quality Municipal Income Fund Common Stock,United States,1993,4606,Finance,Investment Managers
NQP,Nuveen Pennsylvania Quality Municipal Income Fund Common Stock,United States,1991,17613,Finance,Trusts Except Educational Religious and Charitable
NR,Newpark Resources Inc. Common Stock,United States,,733988,Energy,Metal Fabrications
NRDY,Nerdy Inc. Class A Common Stock,United States,2020,973431,Technology,Computer Software: Prepackaged Software
NREF,NexPoint Real Estate Finance Inc. Common Stock,,2020,22607,Consumer Services,Real Estate Investment Trusts
NREF^A,NexPoint Real Estate Finance Inc. 8.50% Series A Cumulative Redeemable Preferred Stock,,,1729,,
NRG,NRG Energy Inc. Common Stock,United States,,2837618,Public Utilities,Electric Utilities: Central
NRGX,PIMCO Energy and Tactical Credit Opportunities Fund Common Shares of Beneficial Interest,,2019,159444,Finance,Finance/Investors Services
NRK,Nuveen New York AMT-Free Quality Municipal Income Fund ,United States,2002,33604,Finance,Trusts Except Educational Religious and Charitable
NRP,Natural Resource Partners LP Limited Partnership,United States,2002,16118,Energy,Coal Mining
NRT,North European Oil Royality Trust Common Stock,United States,,11864,Energy,Oil & Gas Production
NRUC,National Rural Utilities Cooperative Finance Corporation 5.500% Subordinated Notes due 2064 (Subordinated Deferrable Interest Notes),,2019,12353,,
NRZ,New Residential Investment Corp. Common Stock,United States,,4016968,Consumer Services,Real Estate Investment Trusts
NRZ^A,New Residential Investment Corp. 7.50% Series A Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,United States,,9287,,
NRZ^B,New Residential Investment Corp. 7.125% Series B Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,United States,,11828,,
NRZ^C,New Residential Investment Corp. 6.375% Series C Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,United States,,39437,,
NRZ^D,New Residential Investment Corp. 7.00% Fixed-Rate Reset Series D Cumulative Redeemable Preferred Stock,United States,,63115,,
NS,Nustar Energy L.P.  Common Units,United States,,173684,,
NS^A,Nustar Energy L.P. 8.50% Series A Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Units,United States,,6299,,
NS^B,Nustar Energy L.P. 7.625% Series B Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Units representing limited partner interests,United States,,33021,,
NS^C,Nustar Energy L.P. 9.00% Series C Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Units,United States,,9913,,
NSA,National Storage Affiliates Trust Common Shares of Beneficial Interest,,2015,541574,Consumer Services,Real Estate Investment Trusts
NSA^A,National Storage Affiliates Trust 6.000% Series A Cumulative Redeemable Preferred Shares of Beneficial Interest (Liquidation Preference $25.00 per share),,,1779,,
NSC,Norfolk Southern Corporation Common Stock,United States,,810440,Transportation,Railroads
NSL,Nuveen Senior Income Fund Common Stock,United States,1999,210965,Finance,Trusts Except Educational Religious and Charitable
NSP,Insperity Inc. Common Stock,United States,,90865,Technology,Professional Services
NSR,Nomad Royalty Company Ltd. Common Shares,,,7591,,
NSS,NuStar Logistics L.P. 7.625% Fixed-to-Floating Rate Subordinated Notes due 2043,United States,,11758,,
NSTB,Northern Star Investment Corp. II Class A Common stock,,2021,152208,,
NSTC,Northern Star Investment Corp. III Class A Common Stock,,2021,10373,,
NSTD,Northern Star Investment Corp. IV Class A Common Stock,,2021,6184,,
NTB,Bank of N.T. Butterfield & Son Limited (The) Voting Ordinary Shares,Bermuda,2016,83230,Finance,Commercial Banks
NTCO,Natura &Co Holding S.A. American Depositary Shares ,,2020,2274050,Consumer Non-Durables,Package Goods/Cosmetics
